Name,Platform,Location,Environment,Module,Description,Cores,Memory,Prov Total (GB),Used Total (GB),Prov,Used,Available (GB),Used (GB),Logs (GB),Cluster/Blade,,,,,,,,
nl-flak-00011,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Park Entry 2 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00012,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Park Entry 2 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00013,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Park Entry 3 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00014,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Park Entry 3 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00015,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Park Entry 4 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00016,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Park Entry 4 #2,8,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00017,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Blizzard Beach Park Entry 1 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00018,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Blizzard Beach Park Entry 1 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00019,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Blizzard Beach Park Entry 2 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00020,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Blizzard Beach Park Entry 2 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00021,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRMS #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00022,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRMS #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00023,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK IDMS #1,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00024,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK IDMS #2,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00025,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Wide World of Sports Park Entry 1 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00026,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Wide World of Sports Park Entry 1 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00027,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Wide World of Sports Park Entry 2 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00028,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Wide World of Sports Park Entry 2 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00029,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP DAP Controller #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00030,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP DAP Controller #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00031,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP DAP Controller #3,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00032,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP DAP Controller #4,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00033,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP Atom Cluster #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00034,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP Atom Cluster #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00035,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP DAP UI #1,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00036,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP DAP UI #2,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00037,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP MIP #1,4,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00038,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP MIP #2,4,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00039,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Dinosaur #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00040,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Park Entry 5 #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00041,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Park Entry 5 #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00042,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Everest #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00043,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Kali River Rapids #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00044,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Kali River Rapids #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00045,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Klimanjaro #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00046,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Klimanjaro #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00047,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Primeval #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00048,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Primeval #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00049,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Bugs Life #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00050,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Bugs Life #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00051,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Boat Dock #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00052,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Boat Dock #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00053,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Beastly MG #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00054,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Beastly MG #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00055,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Nemo the Musical #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00056,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Nemo the Musical #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00057,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Festival of the Lion King #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00058,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Festival of the Lion King #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00059,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Location Service #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00060,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Location Service #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00061,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Kiosk 1 #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00062,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Kiosk 1 #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00065,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Blizzard Beach xBRMS #1,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00066,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Blizzard Beach xBRMS #2,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00067,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Wide World of Sports xBRMS #1,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00068,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Wide World of Sports xBRMS #2,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00069,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK FastPass+ Metrics #1,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00070,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK FastPass+ Metrics #2,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00080,Linux,Animal Kingdom,INFRA,Shared,INFRA - Shared - AK temp box,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00081,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - DVC Greeter #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00082,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - DVC Greeter #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00083,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP DAP Event Listners #1,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00084,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK GxP DAP Event Listners #2,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00085,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Kiosk 2 #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00086,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Kiosk 2 #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00087,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK MSM 1 #01,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00088,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK MSM 1 #02,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00089,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK MSM 2 #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00090,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK MSM 2 #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00091,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Rest Priority Seating - Lobby Greeting #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00092,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Rest Priority Seating - Lobby Greeting #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00093,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Photo Booth #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00094,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Photo Booth #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00095,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Avatar #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00096,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK FPP Kiosk #01,4,6,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00097,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK FPP Kiosk #02,4,6,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00098,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK FPP Kiosk #03,4,6,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00099,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK FPP Kiosk #04,4,6,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00100,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Photo Wall #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00101,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK Photo Wall #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00102,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK FPP Ksam #01,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00103,Linux,Animal Kingdom,Prod,xPass,Prod - xPass - AK FPP Ksam #02,4,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00104,Linux,Animal Kingdom,Prod,Shared,Prod - Shared - RHC Data API Severs #01,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00105,Linux,Animal Kingdom,Prod,Shared,Prod - Shared - RHC Data API Severs #02,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-flak-00106,Linux,Animal Kingdom,Prod,xConnect,Prod - xConnect - AK xBRC - Everest #01,4,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-AK,,,,,,,,
nl-fldi-00001,Linux,DISC,INFRA,INFRA,INFRA - INFRA - Oracle Enterprise Manager,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00002,Linux,DISC,INFRA,INFRA,INFRA - INFRA - Oracle Enterprise Manager,4,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00003,Linux,DISC,Env2,Shared,Env2 - Shared - Hyperic,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00004,Linux,DISC,Env1,Shared,Env1 - Shared - Hyperic,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00005,Linux,DISC,INFRA,xPass,INFRA - xPass - Drools guvnor,1,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00006,Linux,DISC,INFRA,RTI,INFRA - RTI - Drools guvnor,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00007,Linux,DISC,INFRA,XBMS,INFRA - XBMS - Drools guvnor,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00010,Linux,DISC,Env1,Shared,Env1 - Shared - Tomcat #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00011,Linux,DISC,Env1,Shared,Env1 - Shared - Tomcat #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00012,Linux,DISC,Env1,RTI,Env1 - RTI - Domain Manager #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00013,Linux,DISC,Env1,RTI,Env1 - RTI - Domain Manager #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00014,Linux,DISC,Env5,xConnect,Env5 - xConnect - BOG xBRMS,2,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00017,Linux,DISC,Dev2,XI,Dev2 - XI - ETL Engine (Informatica),1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00018,Linux,DISC,Dev1,XBMS,Dev1 - XBMS - SOR/API Container,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00019,Linux,DISC,INFRA,Shared,INFRA - Shared - CI Stream Web Results,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00020,Linux,DISC,Dev2,XBMS,Dev2 - XBMS - SOR/API Container,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00021,Linux,DISC,Env5,xConnect,Env5 - xConnect - XI,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00023,Linux,DISC,RefArch,RTI,RefArch - RTI - Progress Actional Mgmt System (vt0adm01) and Ganglia Collector,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00024,Linux,DISC,RefArch,RTI,RefArch - RTI - Progress Sonic ESB,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00025,Linux,DISC,RefArch,RTI,RefArch - RTI - Progress Apama CEP,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00026,Linux,DISC,RefArch,RTI,RefArch - RTI - Progress Sonic MQ,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00027,Linux,DISC,RefArch,RTI,RefArch - RTI - Progress Sample SOR (vt0sor01),2,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00029,Linux,DISC,Env5,xConnect,Env5 - xConnect - IDMS,2,20,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00030,Linux,DISC,Env5,xConnect,Env5 - xConnect - BOG West Wing Room Dining xBRC,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-PARKTEST,,,,,,,,
nl-fldi-00032,Linux,DISC,RefArch,RTI,RefArch - RTI - Progress Tomcat Server,1,16,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00033,Linux,DISC,Dev1,xPass,Dev1 - xPass - Batch Processor,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00034,Linux,DISC,Dev2,xPass,Dev2 - xPass - Batch Processor,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00039,Linux,DISC,Env2,Shared,Env2 - Shared - TC #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00040,Linux,DISC,Env2,Shared,Env2 - Shared - TC #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00041,Linux,DISC,Env1,Shared,Env1 - Shared - Apama #1,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00042,Linux,DISC,Env1,RTI,Env1 - RTI - Sonic MQ #1,1,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00043,Linux,DISC,Env1,Shared,Env1 - Shared - Apama #2,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00044,Linux,DISC,Env1,RTI,Env1 - RTI - Sonic MQ #2,1,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00045,Linux,DISC,Dev2,RTI,Dev2 - RTI - Dom Mgr/Act Mgr/Apama CEP/MF Cont/Sonic MQ,4,14,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00046,Linux,DISC,Dev2,xPass,Dev2 - xPass - Dom Mgr/Act Mgr/Apama CEP/MF Cont/Sonic MQ,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00047,Linux,DISC,Dev1,RTI,Dev1 - RTI - Dom Mgr/Act Mgr/Apama CEP/MF Cont/Sonic MQ,4,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00048,Linux,DISC,Dev1,xPass,Dev1 - xPass - Dom Mgr/Act Mgr/Apama CEP/MF Cont/Sonic MQ,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-Dev,,,,,,,,
nl-fldi-00049,Linux,DISC,INFRA,Shared,INFRA - Shared - OneSource Data Services,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00050,Linux,DISC,Env2,RTI,Env2 - RTI - Domain Manager #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00051,Linux,DISC,Env2,RTI,Env2 - RTI - Domain Manager #2,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00052,Linux,DISC,Env2,Shared,Env2 - Shared - Apama #1,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00053,Linux,DISC,Env2,Shared,Env2 - Shared - Apama #2,1,2,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00054,Linux,DISC,Env2,RTI,Env2 - RTI - Sonic MQ #1,1,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00055,Linux,DISC,Env2,RTI,Env2 - RTI - Sonic MQ #2,1,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00057,Linux,DISC,TEST,TEST,TEST - TEST - Oracle RAC Cluster #1,2,8,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00066,Linux,DISC,Load1,RTI,Load1 - RTI - Domain Manager #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00067,Linux,DISC,Load1,RTI,Load1 - RTI - Domain Manager #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00068,Linux,DISC,Load1,RTI,Load1 - RTI - Sonic MQ #1,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00069,Linux,DISC,Load1,RTI,Load1 - RTI - Sonic MQ #2,2,10,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCLOAD2,,,,,,,,
nl-fldi-00074,Linux,DISC,INFRA,Shared,INFRA - Shared - Bamboo Master,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-INFRA,,,,,,,,
nl-fldi-00075,Linux,DISC,Env4,Shared,Env4 - Shared - Apama #2,2,4,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
nl-fldi-00076,Linux,DISC,Env4,RTI,Env4 - RTI - Sonic MQ #1,2,12,0,0,0 GB,0 GB,0.00,0.00,0.00,NGE-CL-DISCTEST,,,,,,,,
